input-2-10-normal-0.25.csv,11
input-2-10-normal-0.5.csv,11
input-2-10-normal-0.75.csv,11
input-2-10-uniform-0.25.csv,11
input-2-10-uniform-0.5.csv,11
input-2-10-uniform-0.75.csv,11
input-2-11-normal-0.25.csv,11
input-2-11-normal-0.5.csv,11
input-2-10-normal-0.25.csv,11
input-2-10-normal-0.5.csv,11
input-2-10-normal-0.75.csv,11
input-2-10-uniform-0.25.csv,11
input-2-10-uniform-0.5.csv,11
input-2-10-uniform-0.75.csv,11
input-2-11-normal-0.25.csv,11
input-2-11-normal-0.5.csv,11
input-2-10-normal-0.25.csv,11
input-2-10-normal-0.5.csv,11
input-2-10-normal-0.75.csv,11
input-2-10-uniform-0.25.csv,11
input-2-10-uniform-0.5.csv,11
input-2-10-uniform-0.75.csv,11
input-2-11-normal-0.25.csv,11
input-2-11-normal-0.5.csv,11
input-2-11-normal-0.75.csv,11
input-2-11-uniform-0.25.csv,11
input-2-11-uniform-0.5.csv,11
input-2-11-uniform-0.75.csv,11
input-2-12-normal-0.25.csv,49
input-2-12-normal-0.75.csv,50
input-2-12-uniform-0.25.csv,50
input-2-12-uniform-0.5.csv,49
input-2-12-uniform-0.75.csv,49
input-2-13-normal-0.25.csv,88
input-2-13-normal-0.5.csv,89
input-2-13-normal-0.75.csv,87
input-2-13-uniform-0.25.csv,88
input-2-13-uniform-0.5.csv,89
input-2-13-uniform-0.75.csv,89
input-2-14-normal-0.25.csv,182
input-2-14-normal-0.5.csv,184
input-2-14-normal-0.75.csv,184
input-2-14-uniform-0.25.csv,183
input-2-14-uniform-0.75.csv,182
input-2-10-normal-0.25.csv,11
input-2-10-normal-0.5.csv,11
input-2-10-normal-0.75.csv,11
input-2-10-uniform-0.25.csv,11
input-2-10-uniform-0.5.csv,11
input-2-10-uniform-0.75.csv,11
input-2-11-normal-0.25.csv,11
input-2-11-normal-0.5.csv,11
input-2-11-normal-0.75.csv,11
input-2-11-uniform-0.25.csv,11
input-2-11-uniform-0.5.csv,11
input-2-11-uniform-0.75.csv,11
input-2-12-normal-0.25.csv,49
input-2-12-normal-0.75.csv,50
input-2-12-uniform-0.25.csv,50
input-2-12-uniform-0.5.csv,49
input-2-12-uniform-0.75.csv,49
input-2-13-normal-0.25.csv,88
input-2-13-normal-0.5.csv,89
input-2-13-normal-0.75.csv,87
input-2-13-uniform-0.25.csv,88
input-2-13-uniform-0.5.csv,89
input-2-13-uniform-0.75.csv,89
input-2-14-normal-0.25.csv,182
input-2-14-normal-0.5.csv,184
input-2-14-normal-0.75.csv,184
input-2-14-uniform-0.25.csv,183
input-2-14-uniform-0.75.csv,182
input-2-15-normal-0.25.csv,568
input-2-15-normal-0.5.csv,566
input-2-15-normal-0.75.csv,567
input-2-15-uniform-0.25.csv,569
input-2-15-uniform-0.5.csv,572
input-2-15-uniform-0.75.csv,567
input-2-16-normal-0.25.csv,1341
input-2-16-normal-0.5.csv,1343
input-2-16-normal-0.75.csv,1341
input-2-16-uniform-0.25.csv,1343
input-2-16-uniform-0.5.csv,1342
input-2-16-uniform-0.75.csv,1346
input-2-17-normal-0.25.csv,2739
input-2-17-normal-0.75.csv,2750
input-2-17-uniform-0.25.csv,2753
input-2-17-uniform-0.5.csv,2752
input-2-17-uniform-0.75.csv,2758
input-2-18-normal-0.25.csv,6340
input-2-18-normal-0.5.csv,6339
input-2-18-normal-0.75.csv,6354
input-2-18-uniform-0.25.csv,6353
input-2-18-uniform-0.5.csv,6355
input-2-18-uniform-0.75.csv,6372
input-2-19-normal-0.25.csv,15481
input-2-19-normal-0.5.csv,15496
input-2-19-normal-0.75.csv,15498
input-2-19-uniform-0.25.csv,15502
input-2-12-normal-0.5.csv,50
input-2-14-uniform-0.5.csv,183
input-2-17-normal-0.5.csv,2738
input-2-19-uniform-0.5.csv,15510
input-2-19-uniform-0.75.csv,15513
input-2-20-normal-0.25.csv,37350
input-2-20-normal-0.5.csv,39066
input-2-20-normal-0.75.csv,31737
input-2-20-uniform-0.25.csv,31711
input-2-20-uniform-0.5.csv,31720
input-2-20-uniform-0.75.csv,31710
input-2-21-normal-0.25.csv,81687
input-2-21-normal-0.5.csv,76597
input-2-21-normal-0.75.csv,87398
input-2-21-uniform-0.25.csv,84053
input-2-21-uniform-0.5.csv,84058
input-2-21-uniform-0.75.csv,84058
input-2-9-normal-0.25.csv,11
input-2-9-normal-0.5.csv,11
input-2-9-normal-0.75.csv,11
input-2-9-uniform-0.25.csv,11
input-2-9-uniform-0.5.csv,11
input-2-9-uniform-0.75.csv,11
